minGap,structure,direction,exit,stop,cutoff,sector,selN,selWin,selExp,selPF,valN,valWin,valExp,valPF,allN,allWin,allExp,allPF
5,20d,both,pct2,pm,1130,false,176,72.2,0.46,1.57,42,54.8,-0.17,0.85,218,68.8,0.34,1.39
5,20d,both,pct2,pm,1130,true,134,73.9,0.58,1.82,31,54.8,-0.18,0.84,165,70.3,0.44,1.55
5,20d,both,t1030,0930,0940,false,125,64.8,1.12,2.45,29,34.5,-0.04,0.97,154,59.1,0.90,1.98
5,20d,both,t1030,0930,0940,true,92,68.5,1.33,2.94,22,31.8,-0.27,0.84,114,61.4,1.02,2.16
5,20d,both,t1030,0930,1130,false,176,61.4,0.86,2.21,42,38.1,-0.19,0.85,218,56.9,0.66,1.79
5,20d,both,t1030,0930,1130,true,134,64.9,1.08,2.79,31,32.3,-0.41,0.72,165,58.8,0.80,2.04
5,20d,both,t1030,pm,0940,false,125,65.6,1.14,2.50,29,37.9,0.25,1.18,154,60.4,0.98,2.11
5,20d,both,t1030,pm,0940,true,92,69.6,1.35,2.97,22,36.4,0.02,1.01,114,63.2,1.09,2.29
5,20d,both,t1030,pm,1130,false,176,61.9,0.89,2.26,42,40.5,0.01,1.01,218,57.8,0.72,1.90
5,20d,both,t1030,pm,1130,true,134,65.7,1.10,2.85,31,35.5,-0.21,0.84,165,60.0,0.85,2.16
5,20d,both,t1200,0930,0940,false,125,58.4,0.65,1.61,29,27.6,-0.20,0.89,154,52.6,0.49,1.40
5,20d,both,t1200,0930,0940,true,92,54.3,0.46,1.42,22,27.3,-0.54,0.74,114,49.1,0.27,1.21
5,20d,both,t1200,0930,1130,false,176,53.4,0.33,1.31,42,38.1,0.03,1.02,218,50.5,0.28,1.24
5,20d,both,t1200,0930,1130,true,134,50.7,0.24,1.23,31,38.7,-0.37,0.78,165,48.5,0.13,1.11
5,20d,both,t1200,pm,0940,false,125,59.2,0.63,1.57,29,34.5,0.19,1.12,154,54.5,0.55,1.46
5,20d,both,t1200,pm,0940,true,92,55.4,0.43,1.36,22,36.4,0.04,1.03,114,51.8,0.35,1.28
5,20d,both,t1200,pm,1130,false,176,54.0,0.32,1.29,42,42.9,0.30,1.23,218,51.8,0.32,1.28
5,20d,both,t1200,pm,1130,true,134,51.5,0.23,1.21,31,45.2,0.04,1.03,165,50.3,0.20,1.17
5,252d,long,atr,0930,0940,false,16,62.5,0.03,1.02,1,100.0,8.02,99.00,17,64.7,0.50,1.27
5,252d,long,atr,0930,0940,true,12,58.3,-0.21,0.90,1,100.0,8.02,99.00,13,61.5,0.42,1.21
5,252d,long,atr,0930,1130,false,22,59.1,0.11,1.07,2,100.0,5.12,99.00,24,62.5,0.53,1.34
5,252d,long,atr,0930,1130,true,18,55.6,-0.03,0.98,2,100.0,5.12,99.00,20,60.0,0.48,1.31
5,252d,long,atr,pm,0940,false,16,62.5,-0.30,0.87,1,100.0,8.02,99.00,17,64.7,0.19,1.09
5,252d,long,atr,pm,0940,true,12,58.3,-0.68,0.74,1,100.0,8.02,99.00,13,61.5,-0.01,1.00
5,252d,long,atr,pm,1130,false,22,59.1,-0.12,0.94,2,100.0,5.12,99.00,24,62.5,0.32,1.18
5,252d,long,atr,pm,1130,true,18,55.6,-0.33,0.84,2,100.0,5.12,99.00,20,60.0,0.22,1.12
5,252d,long,pct1,0930,0940,false,16,75.0,-0.62,0.52,1,100.0,0.90,99.00,17,76.5,-0.53,0.56
5,252d,long,pct1,0930,0940,true,12,75.0,-0.52,0.56,1,100.0,0.90,99.00,13,76.9,-0.41,0.62
5,252d,long,pct1,0930,1130,false,22,72.7,-0.42,0.61,2,100.0,0.90,99.00,24,75.0,-0.31,0.68
5,252d,long,pct1,0930,1130,true,18,72.2,-0.31,0.68,2,100.0,0.90,99.00,20,75.0,-0.19,0.78
5,252d,long,pct1,pm,0940,false,16,81.3,-0.48,0.60,1,100.0,0.90,99.00,17,82.4,-0.40,0.65
5,252d,long,pct1,pm,0940,true,12,83.3,-0.36,0.67,1,100.0,0.90,99.00,13,84.6,-0.26,0.74
5,252d,long,pct1,pm,1130,false,22,77.3,-0.30,0.69,2,100.0,0.90,99.00,24,79.2,-0.20,0.78
5,252d,long,pct1,pm,1130,true,18,77.8,-0.18,0.79,2,100.0,0.90,99.00,20,80.0,-0.07,0.91
5,252d,long,pct2,0930,0940,false,16,62.5,-0.88,0.56,1,100.0,1.90,99.00,17,64.7,-0.71,0.62
5,252d,long,pct2,0930,0940,true,12,58.3,-1.11,0.48,1,100.0,1.90,99.00,13,61.5,-0.88,0.55
5,252d,long,pct2,0930,1130,false,22,59.1,-0.62,0.63,2,100.0,1.90,99.00,24,62.5,-0.41,0.73
5,252d,long,pct2,0930,1130,true,18,55.6,-0.72,0.58,2,100.0,1.90,99.00,20,60.0,-0.46,0.70
5,252d,long,pct2,pm,0940,false,16,68.8,-0.78,0.61,1,100.0,1.90,99.00,17,70.6,-0.63,0.67
5,252d,long,pct2,pm,0940,true,12,66.7,-1.01,0.54,1,100.0,1.90,99.00,13,69.2,-0.78,0.61
5,252d,long,pct2,pm,1130,false,22,63.6,-0.54,0.68,2,100.0,1.90,99.00,24,66.7,-0.34,0.78
5,252d,long,pct2,pm,1130,true,18,61.1,-0.64,0.63,2,100.0,1.90,99.00,20,65.0,-0.38,0.75
5,252d,long,t1030,0930,0940,false,16,50.0,-0.70,0.60,1,100.0,6.60,99.00,17,52.9,-0.27,0.84
5,252d,long,t1030,0930,0940,true,12,41.7,-1.01,0.50,1,100.0,6.60,99.00,13,46.2,-0.43,0.77
5,252d,long,t1030,0930,1130,false,22,40.9,-0.06,0.96,2,100.0,3.47,99.00,24,45.8,0.24,1.17
5,252d,long,t1030,0930,1130,true,18,33.3,-0.12,0.92,2,100.0,3.47,99.00,20,40.0,0.24,1.16
5,252d,long,t1030,pm,0940,false,16,50.0,-0.73,0.59,1,100.0,6.60,99.00,17,52.9,-0.30,0.82
5,252d,long,t1030,pm,0940,true,12,41.7,-1.06,0.49,1,100.0,6.60,99.00,13,46.2,-0.47,0.76
5,252d,long,t1030,pm,1130,false,22,40.9,-0.08,0.94,2,100.0,3.47,99.00,24,45.8,0.21,1.15
5,252d,long,t1030,pm,1130,true,18,33.3,-0.16,0.90,2,100.0,3.47,99.00,20,40.0,0.21,1.14
5,252d,long,t1200,0930,0940,false,16,56.3,-0.59,0.69,1,100.0,12.25,99.00,17,58.8,0.16,1.09
5,252d,long,t1200,0930,0940,true,12,50.0,-0.95,0.53,1,100.0,12.25,99.00,13,53.8,0.06,1.03
5,252d,long,t1200,0930,1130,false,22,45.5,-0.63,0.65,2,100.0,6.38,99.00,24,50.0,-0.04,0.97
5,252d,long,t1200,0930,1130,true,18,38.9,-0.87,0.53,2,100.0,6.38,99.00,20,45.0,-0.15,0.91
5,252d,long,t1200,pm,0940,false,16,56.3,-1.01,0.57,1,100.0,12.25,99.00,17,58.8,-0.23,0.90
5,252d,long,t1200,pm,0940,true,12,50.0,-1.74,0.38,1,100.0,12.25,99.00,13,53.8,-0.67,0.74
5,252d,long,t1200,pm,1130,false,22,45.5,-0.96,0.55,2,100.0,6.38,99.00,24,50.0,-0.35,0.82
5,252d,long,t1200,pm,1130,true,18,38.9,-1.44,0.40,2,100.0,6.38,99.00,20,45.0,-0.66,0.70
5,252d,both,atr,0930,0940,false,19,63.2,-0.02,0.99,4,75.0,4.56,34.78,23,65.2,0.78,1.46
5,252d,both,atr,0930,0940,true,12,58.3,-0.21,0.90,3,66.7,3.97,23.08,15,60.0,0.62,1.36
5,252d,both,atr,0930,1130,false,27,59.3,0.08,1.05,6,83.3,4.55,51.56,33,63.6,0.90,1.66
5,252d,both,atr,0930,1130,true,18,55.6,-0.03,0.98,4,75.0,3.54,27.19,22,59.1,0.62,1.43
5,252d,both,atr,pm,0940,false,19,63.2,-0.30,0.87,4,75.0,4.56,34.78,23,65.2,0.54,1.28
5,252d,both,atr,pm,0940,true,12,58.3,-0.68,0.74,3,66.7,3.97,23.08,15,60.0,0.25,1.12
5,252d,both,atr,pm,1130,false,27,59.3,-0.10,0.94,6,83.3,4.55,51.56,33,63.6,0.74,1.49
5,252d,both,atr,pm,1130,true,18,55.6,-0.33,0.84,4,75.0,3.54,27.19,22,59.1,0.38,1.23
5,252d,both,pct1,0930,0940,false,19,73.7,-0.76,0.46,4,100.0,0.90,99.00,23,78.3,-0.47,0.60
5,252d,both,pct1,0930,0940,true,12,75.0,-0.52,0.56,3,100.0,0.90,99.00,15,80.0,-0.23,0.75
5,252d,both,pct1,0930,1130,false,27,70.4,-0.50,0.56,6,100.0,0.90,99.00,33,75.8,-0.24,0.74
5,252d,both,pct1,0930,1130,true,18,72.2,-0.31,0.68,4,100.0,0.90,99.00,22,77.3,-0.09,0.89
5,252d,both,pct1,pm,0940,false,19,78.9,-0.64,0.52,4,100.0,0.90,99.00,23,82.6,-0.37,0.66
5,252d,both,pct1,pm,0940,true,12,83.3,-0.36,0.67,3,100.0,0.90,99.00,15,86.7,-0.10,0.88
5,252d,both,pct1,pm,1130,false,27,74.1,-0.40,0.62,6,100.0,0.90,99.00,33,78.8,-0.17,0.81
5,252d,both,pct1,pm,1130,true,18,77.8,-0.18,0.79,4,100.0,0.90,99.00,22,81.8,0.02,1.02
5,252d,both,pct2,0930,0940,false,19,63.2,-0.87,0.57,4,75.0,1.29,10.56,23,65.2,-0.49,0.71
5,252d,both,pct2,0930,0940,true,12,58.3,-1.11,0.48,3,66.7,1.09,7.04,15,60.0,-0.67,0.61
5,252d,both,pct2,0930,1130,false,27,59.3,-0.55,0.66,6,83.3,1.49,17.60,33,63.6,-0.18,0.87
5,252d,both,pct2,0930,1130,true,18,55.6,-0.72,0.58,4,75.0,1.29,10.55,22,59.1,-0.36,0.75
5,252d,both,pct2,pm,0940,false,19,68.4,-0.79,0.61,4,75.0,1.29,10.56,23,69.6,-0.43,0.75
5,252d,both,pct2,pm,0940,true,12,66.7,-1.01,0.54,3,66.7,1.09,7.04,15,66.7,-0.59,0.67
5,252d,both,pct2,pm,1130,false,27,63.0,-0.49,0.70,6,83.3,1.49,17.60,33,66.7,-0.13,0.91
5,252d,both,pct2,pm,1130,true,18,61.1,-0.64,0.63,4,75.0,1.29,10.55,22,63.6,-0.29,0.80
5,252d,both,t1030,0930,0940,false,19,52.6,-0.60,0.66,4,75.0,3.25,31.51,23,56.5,0.07,1.05
5,252d,both,t1030,0930,0940,true,12,41.7,-1.01,0.50,3,66.7,2.29,17.12,15,46.7,-0.35,0.79
5,252d,both,t1030,0930,1130,false,27,44.4,-0.09,0.94,6,83.3,2.51,36.33,33,51.5,0.38,1.32
5,252d,both,t1030,0930,1130,true,18,33.3,-0.12,0.92,4,75.0,1.80,17.94,22,40.9,0.23,1.17
5,252d,both,t1030,pm,0940,false,19,52.6,-0.63,0.65,4,75.0,3.25,31.51,23,56.5,0.05,1.03
5,252d,both,t1030,pm,0940,true,12,41.7,-1.06,0.49,3,66.7,2.29,17.12,15,46.7,-0.39,0.77
5,252d,both,t1030,pm,1130,false,27,44.4,-0.11,0.93,6,83.3,2.51,36.33,33,51.5,0.37,1.30
5,252d,both,t1030,pm,1130,true,18,33.3,-0.16,0.90,4,75.0,1.80,17.94,22,40.9,0.20,1.15
5,252d,both,t1200,0930,0940,false,19,57.9,-0.38,0.80,4,50.0,4.28,6.13,23,56.5,0.43,1.25
5,252d,both,t1200,0930,0940,true,12,50.0,-0.95,0.53,3,33.3,2.97,3.68,15,46.7,-0.17,0.91
5,252d,both,t1200,0930,1130,false,27,48.1,-0.46,0.73,6,66.7,3.84,7.92,33,51.5,0.32,1.21
5,252d,both,t1200,0930,1130,true,18,38.9,-0.87,0.53,4,50.0,2.35,3.83,22,40.9,-0.29,0.83
5,252d,both,t1200,pm,0940,false,19,57.9,-0.73,0.68,4,50.0,4.28,6.13,23,56.5,0.14,1.07
5,252d,both,t1200,pm,0940,true,12,50.0,-1.74,0.38,3,33.3,2.97,3.68,15,46.7,-0.80,0.68
5,252d,both,t1200,pm,1130,false,27,48.1,-0.74,0.63,6,66.7,3.84,7.92,33,51.5,0.10,1.06
5,252d,both,t1200,pm,1130,true,18,38.9,-1.44,0.40,4,50.0,2.35,3.83,22,40.9,-0.75,0.65
10,20d,long,atr,0930,0940,false,24,66.7,0.85,1.62,2,50.0,-0.61,0.76,26,65.4,0.74,1.51
10,20d,long,atr,0930,0940,true,20,60.0,0.54,1.33,2,50.0,-0.61,0.76,22,59.1,0.44,1.25
10,20d,long,atr,0930,1130,false,35,68.6,1.00,1.83,3,66.7,0.33,1.20,38,68.4,0.94,1.77
10,20d,long,atr,0930,1130,true,30,66.7,1.04,1.87,3,66.7,0.33,1.20,33,66.7,0.97,1.79
10,20d,long,atr,pm,0940,false,24,66.7,0.67,1.43,2,50.0,-0.61,0.76,26,65.4,0.58,1.35
10,20d,long,atr,pm,0940,true,20,60.0,0.33,1.18,2,50.0,-0.61,0.76,22,59.1,0.24,1.13
10,20d,long,atr,pm,1130,false,35,68.6,1.00,1.84,3,66.7,0.33,1.20,38,68.4,0.94,1.77
10,20d,long,atr,pm,1130,true,30,66.7,0.90,1.67,3,66.7,0.33,1.20,33,66.7,0.84,1.62
10,20d,long,pct1,0930,0940,false,24,75.0,-0.56,0.55,2,50.0,-2.07,0.18,26,73.1,-0.67,0.49
10,20d,long,pct1,0930,0940,true,20,70.0,-0.85,0.43,2,50.0,-2.07,0.18,22,68.2,-0.96,0.39
10,20d,long,pct1,0930,1130,false,35,77.1,-0.33,0.68,3,66.7,-1.08,0.36,38,76.3,-0.39,0.64
10,20d,long,pct1,0930,1130,true,30,76.7,-0.31,0.69,3,66.7,-1.08,0.36,33,75.8,-0.38,0.64
10,20d,long,pct1,pm,0940,false,24,83.3,-0.37,0.67,2,50.0,-2.07,0.18,26,80.8,-0.50,0.59
10,20d,long,pct1,pm,0940,true,20,80.0,-0.62,0.54,2,50.0,-2.07,0.18,22,77.3,-0.76,0.48
10,20d,long,pct1,pm,1130,false,35,82.9,-0.08,0.91,3,66.7,-1.08,0.36,38,81.6,-0.16,0.82
10,20d,long,pct1,pm,1130,true,30,83.3,-0.16,0.83,3,66.7,-1.08,0.36,33,81.8,-0.24,0.75
10,20d,long,pct2,0930,0940,false,24,70.8,0.01,1.00,2,50.0,-1.57,0.38,26,69.2,-0.12,0.92
10,20d,long,pct2,0930,0940,true,20,65.0,-0.37,0.76,2,50.0,-1.57,0.38,22,63.6,-0.48,0.71
10,20d,long,pct2,0930,1130,false,35,71.4,0.19,1.16,3,66.7,-0.41,0.75,38,71.1,0.14,1.12
10,20d,long,pct2,0930,1130,true,30,70.0,0.16,1.14,3,66.7,-0.41,0.75,33,69.7,0.11,1.09
10,20d,long,pct2,pm,0940,false,24,75.0,0.11,1.09,2,50.0,-1.57,0.38,26,73.1,-0.02,0.99
10,20d,long,pct2,pm,0940,true,20,70.0,-0.24,0.84,2,50.0,-1.57,0.38,22,68.2,-0.36,0.78
10,20d,long,pct2,pm,1130,false,35,74.3,0.39,1.38,3,66.7,-0.41,0.75,38,73.7,0.32,1.30
10,20d,long,pct2,pm,1130,true,30,73.3,0.25,1.22,3,66.7,-0.41,0.75,33,72.7,0.19,1.16
10,20d,long,t1030,0930,0940,false,24,50.0,-0.41,0.71,2,50.0,-0.72,0.71,26,50.0,-0.43,0.71
10,20d,long,t1030,0930,0940,true,20,45.0,-0.77,0.54,2,50.0,-0.72,0.71,22,45.5,-0.76,0.56
10,20d,long,t1030,0930,1130,false,35,51.4,0.10,1.08,3,66.7,-0.36,0.78,38,52.6,0.06,1.05
10,20d,long,t1030,0930,1130,true,30,50.0,0.09,1.07,3,66.7,-0.36,0.78,33,51.5,0.05,1.04
10,20d,long,t1030,pm,0940,false,24,50.0,-0.23,0.82,2,50.0,-0.72,0.71,26,50.0,-0.26,0.80
10,20d,long,t1030,pm,0940,true,20,45.0,-0.55,0.62,2,50.0,-0.72,0.71,22,45.5,-0.56,0.64
10,20d,long,t1030,pm,1130,false,35,51.4,0.22,1.20,3,66.7,-0.36,0.78,38,52.6,0.18,1.15
10,20d,long,t1030,pm,1130,true,30,50.0,0.23,1.21,3,66.7,-0.36,0.78,33,51.5,0.18,1.15
10,20d,long,t1200,0930,0940,false,24,54.2,-0.25,0.84,2,50.0,-1.37,0.46,26,53.8,-0.34,0.79
10,20d,long,t1200,0930,0940,true,20,50.0,-0.66,0.65,2,50.0,-1.37,0.46,22,50.0,-0.73,0.63
10,20d,long,t1200,0930,1130,false,35,48.6,-0.26,0.82,3,66.7,-0.74,0.56,38,50.0,-0.30,0.80
10,20d,long,t1200,0930,1130,true,30,46.7,-0.35,0.77,3,66.7,-0.74,0.56,33,48.5,-0.38,0.75
10,20d,long,t1200,pm,0940,false,24,54.2,-0.62,0.68,2,50.0,-1.37,0.46,26,53.8,-0.67,0.66
10,20d,long,t1200,pm,0940,true,20,50.0,-1.10,0.53,2,50.0,-1.37,0.46,22,50.0,-1.12,0.52
10,20d,long,t1200,pm,1130,false,35,48.6,-0.43,0.74,3,66.7,-0.74,0.56,38,50.0,-0.45,0.73
10,20d,long,t1200,pm,1130,true,30,46.7,-0.64,0.65,3,66.7,-0.74,0.56,33,48.5,-0.65,0.64
10,20d,both,atr,0930,0940,false,42,64.3,1.30,2.04,11,45.5,0.48,1.24,53,60.4,1.13,1.80
10,20d,both,atr,0930,0940,true,25,60.0,0.69,1.44,10,40.0,-0.11,0.95,35,54.3,0.46,1.27
10,20d,both,atr,0930,1130,false,57,63.2,1.03,1.80,17,52.9,0.79,1.50,74,60.8,0.97,1.72
10,20d,both,atr,0930,1130,true,36,63.9,0.81,1.58,14,42.9,-0.01,1.00,50,58.0,0.58,1.38
10,20d,both,atr,pm,0940,false,42,64.3,1.26,1.97,11,54.5,1.39,1.95,53,62.3,1.28,1.97
10,20d,both,atr,pm,0940,true,25,60.0,0.65,1.41,10,50.0,0.90,1.56,35,57.1,0.72,1.45
10,20d,both,atr,pm,1130,false,57,63.2,1.08,1.87,17,58.8,1.38,2.11,74,62.2,1.15,1.93
10,20d,both,atr,pm,1130,true,36,63.9,0.79,1.56,14,50.0,0.71,1.47,50,60.0,0.77,1.53
10,20d,both,pct1,0930,0940,false,42,83.3,-0.10,0.88,11,72.7,-0.59,0.53,53,81.1,-0.20,0.78
10,20d,both,pct1,0930,0940,true,25,76.0,-0.50,0.58,10,70.0,-0.74,0.46,35,74.3,-0.57,0.54
10,20d,both,pct1,0930,1130,false,57,80.7,-0.07,0.91,17,76.5,-0.12,0.86,74,79.7,-0.08,0.90
10,20d,both,pct1,0930,1130,true,36,80.6,-0.11,0.87,14,71.4,-0.33,0.66,50,78.0,-0.17,0.81
10,20d,both,pct1,pm,0940,false,42,88.1,0.00,1.00,11,81.8,0.02,1.03,53,86.8,0.01,1.01
10,20d,both,pct1,pm,0940,true,25,84.0,-0.32,0.70,10,80.0,-0.07,0.91,35,82.9,-0.25,0.75
10,20d,both,pct1,pm,1130,false,57,84.2,0.08,1.13,17,82.4,0.28,1.60,74,83.8,0.13,1.21
10,20d,both,pct1,pm,1130,true,36,86.1,0.02,1.03,14,78.6,0.14,1.26,50,84.0,0.05,1.08
10,20d,both,pct2,0930,0940,false,42,78.6,0.54,1.58,11,63.6,-0.08,0.94,53,75.5,0.41,1.41
10,20d,both,pct2,0930,0940,true,25,72.0,0.08,1.07,10,60.0,-0.28,0.80,35,68.6,-0.02,0.98
10,20d,both,pct2,0930,1130,false,57,73.7,0.34,1.33,17,70.6,0.41,1.49,74,73.0,0.36,1.36
10,20d,both,pct2,0930,1130,true,36,72.2,0.17,1.14,14,64.3,0.21,1.20,50,70.0,0.18,1.16
10,20d,both,pct2,pm,0940,false,42,81.0,0.60,1.66,11,72.7,0.62,1.81,53,79.2,0.61,1.68
10,20d,both,pct2,pm,0940,true,25,76.0,0.19,1.15,10,70.0,0.49,1.58,35,74.3,0.27,1.24
10,20d,both,pct2,pm,1130,false,57,75.4,0.47,1.49,17,76.5,0.87,2.75,74,75.7,0.56,1.66
10,20d,both,pct2,pm,1130,true,36,75.0,0.25,1.21,14,71.4,0.76,2.26,50,74.0,0.39,1.39
10,20d,both,t1030,0930,0940,false,42,59.5,0.82,1.67,11,45.5,0.79,1.52,53,56.6,0.81,1.63
10,20d,both,t1030,0930,0940,true,25,56.0,0.60,1.45,10,40.0,0.26,1.15,35,51.4,0.50,1.35
10,20d,both,t1030,0930,1130,false,57,57.9,0.82,1.74,17,47.1,0.51,1.45,74,55.4,0.75,1.67
10,20d,both,t1030,0930,1130,true,36,58.3,0.93,1.88,14,35.7,0.05,1.04,50,52.0,0.68,1.60
10,20d,both,t1030,pm,0940,false,42,59.5,0.92,1.83,11,54.5,1.31,2.02,53,58.5,1.00,1.87
10,20d,both,t1030,pm,0940,true,25,56.0,0.78,1.67,10,50.0,0.83,1.59,35,54.3,0.79,1.64
10,20d,both,t1030,pm,1130,false,57,57.9,0.90,1.87,17,52.9,0.84,1.87,74,56.8,0.88,1.87
10,20d,both,t1030,pm,1130,true,36,58.3,1.05,2.13,14,42.9,0.46,1.39,50,54.0,0.88,1.89
10,20d,both,t1200,0930,0940,false,42,59.5,0.81,1.62,11,45.5,0.08,1.04,53,56.6,0.66,1.44
10,20d,both,t1200,0930,0940,true,25,48.0,-0.10,0.94,10,40.0,-0.73,0.69,35,45.7,-0.28,0.85
10,20d,both,t1200,0930,1130,false,57,52.6,0.42,1.31,17,58.8,0.56,1.39,74,54.1,0.45,1.33
10,20d,both,t1200,0930,1130,true,36,44.4,-0.14,0.91,14,57.1,-0.29,0.83,50,48.0,-0.18,0.89
10,20d,both,t1200,pm,0940,false,42,59.5,0.56,1.35,11,54.5,0.77,1.45,53,58.5,0.60,1.38
10,20d,both,t1200,pm,0940,true,25,48.0,-0.39,0.80,10,50.0,0.03,1.02,35,48.6,-0.27,0.86
10,20d,both,t1200,pm,1130,false,57,52.6,0.28,1.19,17,64.7,1.01,1.89,74,55.4,0.45,1.32
10,20d,both,t1200,pm,1130,true,36,44.4,-0.34,0.81,14,64.3,0.26,1.19,50,50.0,-0.17,0.90
10,252d,long,atr,0930,0940,false,7,71.4,1.46,2.05,0,0.0,0.00,0.00,7,71.4,1.46,2.05
10,252d,long,atr,0930,0940,true,5,60.0,0.91,1.46,0,0.0,0.00,0.00,5,60.0,0.91,1.46
10,252d,long,atr,0930,1130,false,11,63.6,1.09,1.95,1,100.0,2.22,99.00,12,66.7,1.18,2.13
10,252d,long,atr,0930,1130,true,9,55.6,0.69,1.50,1,100.0,2.22,99.00,10,60.0,0.85,1.67
10,252d,long,atr,pm,0940,false,7,71.4,0.66,1.30,0,0.0,0.00,0.00,7,71.4,0.66,1.30
10,252d,long,atr,pm,0940,true,5,60.0,-0.22,0.93,0,0.0,0.00,0.00,5,60.0,-0.22,0.93
10,252d,long,atr,pm,1130,false,11,63.6,0.57,1.35,1,100.0,2.22,99.00,12,66.7,0.71,1.47
10,252d,long,atr,pm,1130,true,9,55.6,0.06,1.03,1,100.0,2.22,99.00,10,60.0,0.28,1.15
10,252d,long,pct1,0930,0940,false,7,71.4,-0.75,0.46,0,0.0,0.00,0.00,7,71.4,-0.75,0.46
10,252d,long,pct1,0930,0940,true,5,60.0,-1.42,0.28,0,0.0,0.00,0.00,5,60.0,-1.42,0.28
10,252d,long,pct1,0930,1130,false,11,72.7,-0.26,0.71,1,100.0,0.90,99.00,12,75.0,-0.17,0.80
10,252d,long,pct1,0930,1130,true,9,66.7,-0.52,0.54,1,100.0,0.90,99.00,10,70.0,-0.38,0.62
10,252d,long,pct1,pm,0940,false,7,85.7,-0.73,0.51,0,0.0,0.00,0.00,7,85.7,-0.73,0.51
10,252d,long,pct1,pm,0940,true,5,80.0,-1.38,0.34,0,0.0,0.00,0.00,5,80.0,-1.38,0.34
10,252d,long,pct1,pm,1130,false,11,81.8,-0.25,0.75,1,100.0,0.90,99.00,12,83.3,-0.15,0.83
10,252d,long,pct1,pm,1130,true,9,77.8,-0.50,0.58,1,100.0,0.90,99.00,10,80.0,-0.36,0.67
10,252d,long,pct2,0930,0940,false,7,71.4,-0.04,0.97,0,0.0,0.00,0.00,7,71.4,-0.04,0.97
10,252d,long,pct2,0930,0940,true,5,60.0,-0.82,0.58,0,0.0,0.00,0.00,5,60.0,-0.82,0.58
10,252d,long,pct2,0930,1130,false,11,63.6,0.07,1.06,1,100.0,1.90,99.00,12,66.7,0.22,1.21
10,252d,long,pct2,0930,1130,true,9,55.6,-0.34,0.76,1,100.0,1.90,99.00,10,60.0,-0.12,0.91
10,252d,long,pct2,pm,0940,false,7,85.7,0.13,1.09,0,0.0,0.00,0.00,7,85.7,0.13,1.09
10,252d,long,pct2,pm,0940,true,5,80.0,-0.58,0.72,0,0.0,0.00,0.00,5,80.0,-0.58,0.72
10,252d,long,pct2,pm,1130,false,11,72.7,0.17,1.14,1,100.0,1.90,99.00,12,75.0,0.32,1.29
10,252d,long,pct2,pm,1130,true,9,66.7,-0.21,0.86,1,100.0,1.90,99.00,10,70.0,0.00,1.00
10,252d,long,t1030,0930,0940,false,7,42.9,-1.07,0.44,0,0.0,0.00,0.00,7,42.9,-1.07,0.44
10,252d,long,t1030,0930,0940,true,5,20.0,-2.00,0.25,0,0.0,0.00,0.00,5,20.0,-2.00,0.25
10,252d,long,t1030,0930,1130,false,11,36.4,0.34,1.23,1,100.0,0.35,99.00,12,41.7,0.34,1.25
10,252d,long,t1030,0930,1130,true,9,22.2,0.14,1.07,1,100.0,0.35,99.00,10,30.0,0.16,1.10
10,252d,long,t1030,pm,0940,false,7,42.9,-0.77,0.52,0,0.0,0.00,0.00,7,42.9,-0.77,0.52
10,252d,long,t1030,pm,0940,true,5,20.0,-1.59,0.29,0,0.0,0.00,0.00,5,20.0,-1.59,0.29
10,252d,long,t1030,pm,1130,false,11,36.4,0.53,1.41,1,100.0,0.35,99.00,12,41.7,0.51,1.43
10,252d,long,t1030,pm,1130,true,9,22.2,0.37,1.23,1,100.0,0.35,99.00,10,30.0,0.36,1.25
10,252d,long,t1200,0930,0940,false,7,57.1,-0.67,0.62,0,0.0,0.00,0.00,7,57.1,-0.67,0.62
10,252d,long,t1200,0930,0940,true,5,40.0,-1.43,0.41,0,0.0,0.00,0.00,5,40.0,-1.43,0.41
10,252d,long,t1200,0930,1130,false,11,45.5,-0.57,0.66,1,100.0,0.51,99.00,12,50.0,-0.48,0.69
10,252d,long,t1200,0930,1130,true,9,33.3,-0.97,0.52,1,100.0,0.51,99.00,10,40.0,-0.82,0.55
10,252d,long,t1200,pm,0940,false,7,57.1,-1.65,0.40,0,0.0,0.00,0.00,7,57.1,-1.65,0.40
10,252d,long,t1200,pm,0940,true,5,40.0,-2.80,0.26,0,0.0,0.00,0.00,5,40.0,-2.80,0.26
10,252d,long,t1200,pm,1130,false,11,45.5,-1.19,0.48,1,100.0,0.51,99.00,12,50.0,-1.05,0.50
10,252d,long,t1200,pm,1130,true,9,33.3,-1.73,0.38,1,100.0,0.51,99.00,10,40.0,-1.51,0.40
10,252d,both,atr,0930,0940,false,10,70.0,0.94,1.58,2,50.0,2.89,11.70,12,66.7,1.26,1.91
10,252d,both,atr,0930,0940,true,5,60.0,0.91,1.46,1,0.0,-0.54,0.00,6,50.0,0.67,1.39
10,252d,both,atr,0930,1130,false,16,62.5,0.73,1.60,4,75.0,3.71,28.49,20,65.0,1.33,2.33
10,252d,both,atr,0930,1130,true,9,55.6,0.69,1.50,2,50.0,0.84,4.12,11,54.5,0.72,1.60
10,252d,both,atr,pm,0940,false,10,70.0,0.37,1.17,2,50.0,2.89,11.70,12,66.7,0.79,1.43
10,252d,both,atr,pm,0940,true,5,60.0,-0.22,0.93,1,0.0,-0.54,0.00,6,50.0,-0.28,0.90
