minGap,structure,direction,exit,stop,cutoff,sector,selN,selWin,selExp,selPF,valN,valWin,valExp,valPF,allN,allWin,allExp,allPF
10,252d,both,atr,0930,0940,true,0,0.0,0.00,0.00,9,55.6,0.96,1.58,9,55.6,0.96,1.58
10,252d,both,atr,0930,1130,false,124,43.5,-0.25,0.85,50,52.0,0.59,1.53,174,46.0,-0.01,0.99
10,252d,both,atr,0930,1130,true,0,0.0,0.00,0.00,15,66.7,1.31,2.28,15,66.7,1.31,2.28
10,252d,both,atr,pm,0940,false,78,50.0,-0.10,0.94,28,42.9,0.12,1.07,106,48.1,-0.05,0.97
10,252d,both,atr,pm,0940,true,0,0.0,0.00,0.00,9,55.6,1.06,1.67,9,55.6,1.06,1.67
10,252d,both,atr,pm,1130,false,124,46.8,-0.20,0.88,50,50.0,0.56,1.51,174,47.7,0.02,1.01
10,252d,both,atr,pm,1130,true,0,0.0,0.00,0.00,15,66.7,1.37,2.42,15,66.7,1.37,2.42
10,252d,both,pct1,0930,0940,false,78,67.9,-0.23,0.72,28,60.7,-0.74,0.43,106,66.0,-0.37,0.61
10,252d,both,pct1,0930,0940,true,0,0.0,0.00,0.00,9,88.9,-0.05,0.94,9,88.9,-0.05,0.94
10,252d,both,pct1,0930,1130,false,124,71.0,-0.07,0.90,50,66.0,-0.25,0.71,174,69.5,-0.12,0.84
10,252d,both,pct1,0930,1130,true,0,0.0,0.00,0.00,15,86.7,0.25,1.47,15,86.7,0.25,1.47
10,252d,both,pct1,pm,0940,false,78,74.4,-0.04,0.95,28,64.3,-0.43,0.57,106,71.7,-0.14,0.82
10,252d,both,pct1,pm,0940,true,0,0.0,0.00,0.00,9,100.0,0.90,99.00,9,100.0,0.90,99.00
10,252d,both,pct1,pm,1130,false,124,75.0,0.07,1.11,50,68.0,-0.07,0.90,174,73.0,0.03,1.04
10,252d,both,pct1,pm,1130,true,0,0.0,0.00,0.00,15,93.3,0.82,41.80,15,93.3,0.82,41.80
10,252d,both,pct2,0930,0940,false,78,59.0,0.02,1.02,28,46.4,-0.68,0.55,106,55.7,-0.17,0.86
10,252d,both,pct2,0930,0940,true,0,0.0,0.00,0.00,9,66.7,-0.08,0.94,9,66.7,-0.08,0.94
10,252d,both,pct2,0930,1130,false,124,56.5,-0.09,0.91,50,56.0,0.03,1.03,174,56.3,-0.06,0.95
10,252d,both,pct2,0930,1130,true,0,0.0,0.00,0.00,15,73.3,0.57,1.69,15,73.3,0.57,1.69
10,252d,both,pct2,pm,0940,false,78,64.1,0.12,1.12,28,50.0,-0.45,0.67,106,60.4,-0.03,0.97
10,252d,both,pct2,pm,0940,true,0,0.0,0.00,0.00,9,77.8,0.78,2.13,9,77.8,0.78,2.13
10,252d,both,pct2,pm,1130,false,124,59.7,-0.02,0.98,50,56.0,0.12,1.13,174,58.6,0.02,1.02
10,252d,both,pct2,pm,1130,true,0,0.0,0.00,0.00,15,80.0,1.08,3.48,15,80.0,1.08,3.48
10,252d,both,t1030,0930,0940,false,78,42.3,-0.18,0.85,28,53.6,-0.05,0.96,106,45.3,-0.15,0.88
10,252d,both,t1030,0930,0940,true,0,0.0,0.00,0.00,9,66.7,0.80,1.63,9,66.7,0.80,1.63
10,252d,both,t1030,0930,1130,false,124,43.5,-0.21,0.80,50,50.0,0.21,1.23,174,45.4,-0.09,0.91
10,252d,both,t1030,0930,1130,true,0,0.0,0.00,0.00,15,53.3,1.28,2.35,15,53.3,1.28,2.35
10,252d,both,t1030,pm,0940,false,78,43.6,-0.30,0.78,28,53.6,0.04,1.03,106,46.2,-0.21,0.84
10,252d,both,t1030,pm,0940,true,0,0.0,0.00,0.00,9,66.7,1.01,1.96,9,66.7,1.01,1.96
10,252d,both,t1030,pm,1130,false,124,44.4,-0.27,0.76,50,50.0,0.26,1.30,174,46.0,-0.12,0.89
10,252d,both,t1030,pm,1130,true,0,0.0,0.00,0.00,15,53.3,1.40,2.72,15,53.3,1.40,2.72
10,252d,both,t1200,0930,0940,false,78,41.0,-0.10,0.93,28,35.7,-0.34,0.78,106,39.6,-0.16,0.88
10,252d,both,t1200,0930,0940,true,0,0.0,0.00,0.00,9,44.4,-0.39,0.75,9,44.4,-0.39,0.75
10,252d,both,t1200,0930,1130,false,124,41.9,-0.12,0.91,50,44.0,0.06,1.06,174,42.5,-0.07,0.94
10,252d,both,t1200,0930,1130,true,0,0.0,0.00,0.00,15,46.7,-0.07,0.94,15,46.7,-0.07,0.94
10,252d,both,t1200,pm,0940,false,78,42.3,-0.25,0.84,28,35.7,-0.44,0.74,106,40.6,-0.30,0.81
10,252d,both,t1200,pm,0940,true,0,0.0,0.00,0.00,9,44.4,-0.68,0.63,9,44.4,-0.68,0.63
10,252d,both,t1200,pm,1130,false,124,42.7,-0.20,0.86,50,42.0,-0.02,0.98,174,42.5,-0.15,0.89
10,252d,both,t1200,pm,1130,true,0,0.0,0.00,0.00,15,46.7,-0.25,0.83,15,46.7,-0.25,0.83
