minGap,structure,direction,exit,stop,cutoff,sector,selN,selWin,selExp,selPF,valN,valWin,valExp,valPF,allN,allWin,allExp,allPF
5,20d,both,pct1,pm,0940,true,187,68.4,-0.36,0.63,183,79.2,-0.16,0.81,370,73.8,-0.26,0.71
5,20d,both,pct1,pm,1130,false,473,70.0,-0.20,0.75,357,75.1,-0.13,0.84,830,72.2,-0.17,0.79
5,20d,both,pct1,pm,1130,true,259,69.5,-0.26,0.70,250,78.8,-0.09,0.88,509,74.1,-0.18,0.79
5,20d,both,pct2,0930,0940,false,313,52.1,-0.25,0.78,249,59.0,-0.10,0.91,562,55.2,-0.19,0.84
5,20d,both,pct2,0930,0940,true,187,51.9,-0.24,0.79,183,61.7,-0.02,0.98,370,56.8,-0.13,0.89
5,20d,both,pct2,0930,1130,false,473,53.5,-0.25,0.79,357,59.9,-0.04,0.96,830,56.3,-0.16,0.86
5,20d,both,pct2,0930,1130,true,259,52.1,-0.26,0.77,250,62.4,-0.00,1.00,509,57.2,-0.14,0.88
5,20d,both,pct2,pm,0940,false,313,56.9,-0.25,0.80,249,61.8,-0.10,0.92,562,59.1,-0.18,0.85
5,20d,both,pct2,pm,0940,true,187,56.1,-0.36,0.72,183,64.5,-0.05,0.96,370,60.3,-0.20,0.84
5,20d,both,pct2,pm,1130,false,473,57.5,-0.20,0.83,357,61.9,-0.02,0.98,830,59.4,-0.12,0.89
5,20d,both,pct2,pm,1130,true,259,56.0,-0.30,0.75,250,64.4,-0.03,0.98,509,60.1,-0.17,0.86
5,20d,both,t1030,0930,0940,false,313,41.9,-0.22,0.82,249,52.6,0.26,1.22,562,46.6,-0.01,1.00
5,20d,both,t1030,0930,0940,true,187,43.9,-0.09,0.92,183,56.8,0.44,1.39,370,50.3,0.18,1.15
5,20d,both,t1030,0930,1130,false,473,42.9,-0.22,0.80,357,50.4,0.19,1.19,830,46.1,-0.04,0.96
5,20d,both,t1030,0930,1130,true,259,42.1,-0.14,0.86,250,54.0,0.35,1.34,509,47.9,0.10,1.10
5,20d,both,t1030,pm,0940,false,313,42.8,-0.28,0.79,249,53.4,0.27,1.23,562,47.5,-0.04,0.97
5,20d,both,t1030,pm,0940,true,187,44.9,-0.16,0.87,183,57.9,0.42,1.36,370,51.4,0.13,1.11
5,20d,both,t1030,pm,1130,false,473,43.6,-0.25,0.77,357,51.0,0.19,1.19,830,46.7,-0.06,0.94
5,20d,both,t1030,pm,1130,true,259,42.9,-0.19,0.83,250,54.8,0.34,1.33,509,48.7,0.07,1.07
5,20d,both,t1200,0930,0940,false,313,39.9,-0.27,0.81,249,43.4,-0.21,0.85,562,41.5,-0.25,0.83
5,20d,both,t1200,0930,0940,true,187,41.2,-0.20,0.85,183,43.2,-0.28,0.81,370,42.2,-0.24,0.83
5,20d,both,t1200,0930,1130,false,473,41.4,-0.26,0.80,357,44.3,-0.14,0.90,830,42.7,-0.21,0.84
5,20d,both,t1200,0930,1130,true,259,42.9,-0.23,0.82,250,43.6,-0.23,0.84,509,43.2,-0.23,0.83
5,20d,both,t1200,pm,0940,false,313,42.5,-0.38,0.75,249,45.0,-0.39,0.77,562,43.6,-0.39,0.76
5,20d,both,t1200,pm,0940,true,187,43.9,-0.35,0.76,183,44.8,-0.55,0.69,370,44.3,-0.45,0.72
5,20d,both,t1200,pm,1130,false,473,43.3,-0.29,0.78,357,45.1,-0.25,0.82,830,44.1,-0.28,0.80
5,20d,both,t1200,pm,1130,true,259,45.2,-0.26,0.80,250,44.8,-0.42,0.73,509,45.0,-0.34,0.77
5,252d,long,atr,0930,0940,false,95,42.1,-0.43,0.76,40,37.5,-0.44,0.77,135,40.7,-0.43,0.76
5,252d,long,atr,0930,0940,true,57,43.9,-0.17,0.89,25,44.0,-0.00,1.00,82,43.9,-0.12,0.92
5,252d,long,atr,0930,1130,false,136,40.4,-0.55,0.70,55,43.6,-0.19,0.88,191,41.4,-0.45,0.75
5,252d,long,atr,0930,1130,true,72,44.4,-0.25,0.85,34,50.0,0.12,1.09,106,46.2,-0.13,0.92
5,252d,long,atr,pm,0940,false,95,48.4,-0.29,0.84,40,40.0,-0.39,0.80,135,45.9,-0.32,0.82
5,252d,long,atr,pm,0940,true,57,45.6,-0.40,0.79,25,44.0,-0.30,0.84,82,45.1,-0.37,0.80
5,252d,long,atr,pm,1130,false,136,44.9,-0.44,0.76,55,43.6,-0.18,0.89,191,44.5,-0.36,0.79
5,252d,long,atr,pm,1130,true,72,45.8,-0.48,0.75,34,50.0,-0.10,0.94,106,47.2,-0.36,0.81
5,252d,long,pct1,0930,0940,false,95,64.2,-0.36,0.61,40,65.0,-0.61,0.49,135,64.4,-0.43,0.57
5,252d,long,pct1,0930,0940,true,57,64.9,-0.25,0.70,25,76.0,-0.02,0.97,82,68.3,-0.18,0.78
5,252d,long,pct1,0930,1130,false,136,65.4,-0.33,0.64,55,65.5,-0.45,0.57,191,65.4,-0.36,0.62
5,252d,long,pct1,0930,1130,true,72,65.3,-0.31,0.66,34,73.5,-0.09,0.88,106,67.9,-0.24,0.72
5,252d,long,pct1,pm,0940,false,95,72.6,-0.22,0.74,40,70.0,-0.39,0.62,135,71.9,-0.27,0.70
5,252d,long,pct1,pm,0940,true,57,70.2,-0.30,0.68,25,80.0,-0.03,0.97,82,73.2,-0.22,0.75
5,252d,long,pct1,pm,1130,false,136,72.1,-0.18,0.78,55,69.1,-0.29,0.68,191,71.2,-0.21,0.75
5,252d,long,pct1,pm,1130,true,72,69.4,-0.34,0.64,34,76.5,-0.09,0.88,106,71.7,-0.26,0.71
5,252d,long,pct2,0930,0940,false,95,54.7,-0.25,0.80,40,45.0,-0.95,0.45,135,51.9,-0.45,0.67
5,252d,long,pct2,0930,0940,true,57,56.1,-0.06,0.94,25,56.0,-0.34,0.74,82,56.1,-0.15,0.87
5,252d,long,pct2,0930,1130,false,136,53.7,-0.37,0.72,55,50.9,-0.53,0.63,191,52.9,-0.42,0.69
5,252d,long,pct2,0930,1130,true,72,55.6,-0.20,0.84,34,58.8,-0.18,0.85,106,56.6,-0.19,0.84
5,252d,long,pct2,pm,0940,false,95,62.1,-0.07,0.94,40,50.0,-0.74,0.54,135,58.5,-0.27,0.79
5,252d,long,pct2,pm,0940,true,57,57.9,-0.25,0.80,25,60.0,-0.37,0.74,82,58.5,-0.29,0.78
5,252d,long,pct2,pm,1130,false,136,58.8,-0.23,0.82,55,52.7,-0.43,0.69,191,57.1,-0.29,0.78
5,252d,long,pct2,pm,1130,true,72,56.9,-0.40,0.72,34,61.8,-0.20,0.84,106,58.5,-0.34,0.75
5,252d,long,t1030,0930,0940,false,95,37.9,-0.57,0.67,40,52.5,-0.03,0.98,135,42.2,-0.41,0.74
5,252d,long,t1030,0930,0940,true,57,38.6,-0.39,0.75,25,60.0,0.68,1.68,82,45.1,-0.06,0.95
5,252d,long,t1030,0930,1130,false,136,37.5,-0.61,0.60,55,49.1,0.22,1.21,191,40.8,-0.37,0.73
5,252d,long,t1030,0930,1130,true,72,36.1,-0.45,0.69,34,52.9,0.84,1.99,106,41.5,-0.04,0.97
5,252d,long,t1030,pm,0940,false,95,40.0,-0.61,0.65,40,52.5,-0.07,0.95,135,43.7,-0.45,0.73
5,252d,long,t1030,pm,0940,true,57,40.4,-0.44,0.73,25,60.0,0.42,1.33,82,46.3,-0.18,0.88
5,252d,long,t1030,pm,1130,false,136,39.0,-0.64,0.59,55,49.1,0.19,1.18,191,41.9,-0.40,0.72
5,252d,long,t1030,pm,1130,true,72,37.5,-0.49,0.67,34,52.9,0.64,1.62,106,42.5,-0.13,0.91
5,252d,long,t1200,0930,0940,false,95,37.9,-0.49,0.72,40,37.5,-0.44,0.75,135,37.8,-0.48,0.73
5,252d,long,t1200,0930,0940,true,57,42.1,-0.23,0.86,25,44.0,0.39,1.29,82,42.7,-0.04,0.97
5,252d,long,t1200,0930,1130,false,136,39.0,-0.50,0.71,55,40.0,-0.26,0.83,191,39.3,-0.43,0.74
5,252d,long,t1200,0930,1130,true,72,44.4,-0.26,0.84,34,41.2,0.18,1.14,106,43.4,-0.12,0.92
5,252d,long,t1200,pm,0940,false,95,40.0,-0.57,0.69,40,40.0,-0.44,0.76,135,40.0,-0.53,0.71
5,252d,long,t1200,pm,0940,true,57,43.9,-0.38,0.79,25,44.0,-0.05,0.97,82,43.9,-0.28,0.84
5,252d,long,t1200,pm,1130,false,136,39.7,-0.53,0.70,55,40.0,-0.29,0.82,191,39.8,-0.46,0.73
5,252d,long,t1200,pm,1130,true,72,45.8,-0.33,0.81,34,41.2,-0.14,0.91,106,44.3,-0.27,0.84
5,252d,both,atr,0930,0940,false,122,44.3,-0.59,0.68,52,40.4,-0.26,0.86,174,43.1,-0.49,0.73
5,252d,both,atr,0930,0940,true,65,43.1,-0.31,0.82,28,46.4,0.31,1.20,93,44.1,-0.12,0.93
5,252d,both,atr,0930,1130,false,170,42.4,-0.65,0.65,77,46.8,0.10,1.06,247,43.7,-0.42,0.76
5,252d,both,atr,0930,1130,true,81,43.2,-0.36,0.79,40,52.5,0.47,1.36,121,46.3,-0.09,0.95
5,252d,both,atr,pm,0940,false,122,50.0,-0.45,0.75,52,42.3,-0.24,0.87,174,47.7,-0.38,0.79
5,252d,both,atr,pm,0940,true,65,44.6,-0.48,0.74,28,46.4,0.04,1.02,93,45.2,-0.32,0.82
5,252d,both,atr,pm,1130,false,170,47.1,-0.50,0.72,77,46.8,0.09,1.06,247,47.0,-0.32,0.81
5,252d,both,atr,pm,1130,true,81,44.4,-0.54,0.72,40,52.5,0.29,1.20,121,47.1,-0.26,0.85
5,252d,both,pct1,0930,0940,false,122,66.4,-0.32,0.65,52,65.4,-0.61,0.49,174,66.1,-0.41,0.59
5,252d,both,pct1,0930,0940,true,65,67.7,-0.19,0.77,28,78.6,0.08,1.13,93,71.0,-0.11,0.86
5,252d,both,pct1,0930,1130,false,170,67.6,-0.29,0.68,77,66.2,-0.39,0.60,247,67.2,-0.32,0.65
5,252d,both,pct1,0930,1130,true,81,67.9,-0.24,0.72,40,75.0,-0.02,0.97,121,70.2,-0.17,0.79
5,252d,both,pct1,pm,0940,false,122,73.8,-0.19,0.77,52,69.2,-0.44,0.59,174,72.4,-0.27,0.71
5,252d,both,pct1,pm,0940,true,65,72.3,-0.24,0.73,28,82.1,0.07,1.11,93,75.3,-0.14,0.83
5,252d,both,pct1,pm,1130,false,170,73.5,-0.15,0.81,77,68.8,-0.27,0.69,247,72.1,-0.19,0.77
5,252d,both,pct1,pm,1130,true,81,71.6,-0.27,0.70,40,77.5,-0.01,0.98,121,73.6,-0.19,0.78
5,252d,both,pct2,0930,0940,false,122,59.0,-0.10,0.91,52,48.1,-0.82,0.50,174,55.7,-0.32,0.76
5,252d,both,pct2,0930,0940,true,65,60.0,0.08,1.08,28,57.1,-0.26,0.79,93,59.1,-0.02,0.98
5,252d,both,pct2,0930,1130,false,170,57.1,-0.25,0.80,77,53.2,-0.39,0.71,247,55.9,-0.29,0.77
5,252d,both,pct2,0930,1130,true,81,59.3,-0.04,0.96,40,60.0,-0.08,0.93,121,59.5,-0.05,0.95
5,252d,both,pct2,pm,0940,false,122,65.6,0.07,1.06,52,51.9,-0.67,0.58,174,61.5,-0.15,0.88
5,252d,both,pct2,pm,0940,true,65,61.5,-0.08,0.93,28,60.7,-0.28,0.79,93,61.3,-0.14,0.88
5,252d,both,pct2,pm,1130,false,170,62.4,-0.08,0.93,77,54.5,-0.31,0.76,247,59.9,-0.15,0.87
5,252d,both,pct2,pm,1130,true,81,60.5,-0.22,0.83,40,62.5,-0.09,0.93,121,61.2,-0.18,0.86
5,252d,both,t1030,0930,0940,false,122,40.2,-0.59,0.64,52,55.8,0.32,1.27,174,44.8,-0.32,0.79
5,252d,both,t1030,0930,0940,true,65,41.5,-0.33,0.78,28,64.3,1.02,2.13,93,48.4,0.08,1.06
5,252d,both,t1030,0930,1130,false,170,40.6,-0.59,0.60,77,51.9,0.40,1.44,247,44.1,-0.28,0.78
5,252d,both,t1030,0930,1130,true,81,39.5,-0.38,0.72,40,55.0,1.00,2.35,121,44.6,0.08,1.07
5,252d,both,t1030,pm,0940,false,122,41.8,-0.65,0.62,52,55.8,0.29,1.24,174,46.0,-0.37,0.77
5,252d,both,t1030,pm,0940,true,65,43.1,-0.37,0.76,28,64.3,0.78,1.69,93,49.5,-0.02,0.98
5,252d,both,t1030,pm,1130,false,170,41.8,-0.62,0.58,77,51.9,0.38,1.41,247,44.9,-0.31,0.77
5,252d,both,t1030,pm,1130,true,81,40.7,-0.42,0.70,40,55.0,0.84,1.93,121,45.5,-0.00,1.00
5,252d,both,t1200,0930,0940,false,122,40.2,-0.60,0.65,52,38.5,-0.29,0.82,174,39.7,-0.51,0.70
5,252d,both,t1200,0930,0940,true,65,44.6,-0.28,0.82,28,42.9,0.38,1.31,93,44.1,-0.08,0.94
5,252d,both,t1200,0930,1130,false,170,40.0,-0.61,0.63,77,41.6,0.02,1.01,247,40.5,-0.42,0.73
5,252d,both,t1200,0930,1130,true,81,46.9,-0.30,0.81,40,42.5,0.39,1.33,121,45.5,-0.07,0.95
5,252d,both,t1200,pm,0940,false,122,42.6,-0.64,0.64,52,40.4,-0.30,0.83,174,42.0,-0.54,0.69
5,252d,both,t1200,pm,0940,true,65,46.2,-0.42,0.76,28,42.9,-0.02,0.99,93,45.2,-0.30,0.82
5,252d,both,t1200,pm,1130,false,170,41.8,-0.60,0.64,77,41.6,-0.01,1.00,247,41.7,-0.41,0.74
5,252d,both,t1200,pm,1130,true,81,48.1,-0.36,0.79,40,42.5,0.12,1.08,121,46.3,-0.20,0.87
10,20d,long,atr,0930,0940,false,71,42.3,-0.44,0.77,48,47.9,0.11,1.07,119,44.5,-0.22,0.88
10,20d,long,atr,0930,0940,true,44,47.7,0.24,1.15,36,47.2,-0.00,1.00,80,47.5,0.13,1.08
10,20d,long,atr,0930,1130,false,117,44.4,-0.25,0.86,67,53.7,0.28,1.19,184,47.8,-0.06,0.97
10,20d,long,atr,0930,1130,true,63,52.4,0.45,1.31,50,58.0,0.42,1.29,113,54.9,0.44,1.30
10,20d,long,atr,pm,0940,false,71,47.9,-0.48,0.77,48,45.8,0.14,1.09,119,47.1,-0.23,0.88
10,20d,long,atr,pm,0940,true,44,50.0,0.06,1.04,36,44.4,0.04,1.03,80,47.5,0.05,1.03
10,20d,long,atr,pm,1130,false,117,48.7,-0.26,0.87,67,50.7,0.32,1.24,184,49.5,-0.05,0.97
10,20d,long,atr,pm,1130,true,63,55.6,0.37,1.24,50,56.0,0.42,1.31,113,55.8,0.39,1.27
10,20d,long,pct1,0930,0940,false,71,63.4,-0.51,0.52,48,66.7,-0.63,0.49,119,64.7,-0.56,0.51
10,20d,long,pct1,0930,0940,true,44,68.2,-0.31,0.66,36,69.4,-0.61,0.51,80,68.8,-0.45,0.58
10,20d,long,pct1,0930,1130,false,117,69.2,-0.25,0.71,67,70.1,-0.44,0.59,184,69.6,-0.32,0.66
10,20d,long,pct1,0930,1130,true,63,74.6,-0.05,0.94,50,76.0,-0.31,0.69,113,75.2,-0.16,0.81
10,20d,long,pct1,pm,0940,false,71,70.4,-0.45,0.58,48,70.8,-0.38,0.63,119,70.6,-0.42,0.60
10,20d,long,pct1,pm,0940,true,44,72.7,-0.43,0.60,36,75.0,-0.30,0.69,80,73.8,-0.37,0.64
10,20d,long,pct1,pm,1130,false,117,74.4,-0.19,0.78,67,73.1,-0.19,0.77,184,73.9,-0.19,0.77
10,20d,long,pct1,pm,1130,true,63,77.8,-0.13,0.84,50,80.0,-0.09,0.89,113,78.8,-0.11,0.87
10,20d,long,pct2,0930,0940,false,71,54.9,-0.31,0.76,48,56.3,-0.42,0.71,119,55.5,-0.36,0.74
10,20d,long,pct2,0930,0940,true,44,59.1,-0.15,0.87,36,58.3,-0.45,0.71,80,58.8,-0.28,0.79
10,20d,long,pct2,0930,1130,false,117,56.4,-0.30,0.76,67,61.2,-0.18,0.86,184,58.2,-0.26,0.80
10,20d,long,pct2,0930,1130,true,63,61.9,-0.06,0.95,50,66.0,-0.09,0.93,113,63.7,-0.07,0.94
10,20d,long,pct2,pm,0940,false,71,60.6,-0.30,0.78,48,56.3,-0.24,0.81,119,58.8,-0.27,0.79
10,20d,long,pct2,pm,0940,true,44,61.4,-0.36,0.75,36,58.3,-0.19,0.85,80,60.0,-0.28,0.79
10,20d,long,pct2,pm,1130,false,117,60.7,-0.25,0.81,67,59.7,-0.04,0.96,184,60.3,-0.17,0.86
10,20d,long,pct2,pm,1130,true,63,65.1,-0.14,0.89,50,66.0,0.07,1.06,113,65.5,-0.05,0.96
10,20d,long,t1030,0930,0940,false,71,39.4,-0.65,0.64,48,45.8,-0.48,0.67,119,42.0,-0.58,0.65
10,20d,long,t1030,0930,0940,true,44,43.2,-0.10,0.93,36,44.4,-0.56,0.63,80,43.8,-0.31,0.80
10,20d,long,t1030,0930,1130,false,117,41.9,-0.61,0.58,67,44.8,-0.13,0.90,184,42.9,-0.44,0.69
10,20d,long,t1030,0930,1130,true,63,42.9,-0.26,0.81,50,46.0,0.01,1.01,113,44.2,-0.14,0.90
10,20d,long,t1030,pm,0940,false,71,40.8,-0.68,0.63,48,43.8,-0.47,0.67,119,42.0,-0.60,0.64
10,20d,long,t1030,pm,0940,true,44,45.5,-0.17,0.89,36,41.7,-0.57,0.63,80,43.8,-0.35,0.78
10,20d,long,t1030,pm,1130,false,117,42.7,-0.62,0.58,67,43.3,-0.12,0.91,184,42.9,-0.44,0.69
10,20d,long,t1030,pm,1130,true,63,44.4,-0.28,0.80,50,44.0,0.01,1.01,113,44.2,-0.15,0.89
10,20d,long,t1200,0930,0940,false,71,38.0,-0.47,0.73,48,41.7,-0.42,0.75,119,39.5,-0.45,0.74
10,20d,long,t1200,0930,0940,true,44,43.2,-0.02,0.99,36,41.7,-0.74,0.58,80,42.5,-0.34,0.79
10,20d,long,t1200,0930,1130,false,117,41.0,-0.34,0.79,67,44.8,-0.33,0.79,184,42.4,-0.34,0.79
10,20d,long,t1200,0930,1130,true,63,49.2,0.04,1.03,50,46.0,-0.46,0.72,113,47.8,-0.18,0.89
10,20d,long,t1200,pm,0940,false,71,39.4,-0.67,0.66,48,39.6,-0.65,0.65,119,39.5,-0.66,0.66
10,20d,long,t1200,pm,0940,true,44,45.5,-0.19,0.89,36,38.9,-1.07,0.49,80,42.5,-0.58,0.69
10,20d,long,t1200,pm,1130,false,117,41.0,-0.44,0.74,67,41.8,-0.48,0.71,184,41.3,-0.45,0.73
10,20d,long,t1200,pm,1130,true,63,50.8,-0.03,0.98,50,44.0,-0.70,0.62,113,47.8,-0.33,0.81
10,20d,both,atr,0930,0940,false,114,46.5,-0.21,0.88,79,49.4,0.50,1.33,193,47.7,0.08,1.05
10,20d,both,atr,0930,0940,true,57,47.4,-0.04,0.98,50,48.0,0.29,1.17,107,47.7,0.11,1.07
10,20d,both,atr,0930,1130,false,189,45.5,-0.28,0.84,125,54.4,0.55,1.41,314,49.0,0.05,1.03
10,20d,both,atr,0930,1130,true,84,50.0,0.10,1.07,74,56.8,0.47,1.32,158,53.2,0.27,1.18
10,20d,both,atr,pm,0940,false,114,50.0,-0.29,0.85,79,49.4,0.53,1.36,193,49.7,0.05,1.03
10,20d,both,atr,pm,0940,true,57,49.1,-0.17,0.91,50,48.0,0.49,1.34,107,48.6,0.14,1.09
10,20d,both,atr,pm,1130,false,189,49.2,-0.27,0.85,125,53.6,0.57,1.44,314,51.0,0.06,1.04
10,20d,both,atr,pm,1130,true,84,53.6,0.16,1.10,74,56.8,0.59,1.44,158,55.1,0.36,1.25
10,20d,both,pct1,0930,0940,false,114,69.3,-0.27,0.69,79,73.4,-0.29,0.69,193,71.0,-0.28,0.69
10,20d,both,pct1,0930,0940,true,57,70.2,-0.32,0.67,50,74.0,-0.33,0.67,107,72.0,-0.32,0.67
10,20d,both,pct1,0930,1130,false,189,72.0,-0.14,0.82,125,75.2,-0.10,0.87,314,73.2,-0.13,0.84
10,20d,both,pct1,0930,1130,true,84,75.0,-0.12,0.85,74,79.7,-0.05,0.93,158,77.2,-0.09,0.89
10,20d,both,pct1,pm,0940,false,114,73.7,-0.21,0.76,79,77.2,-0.11,0.86,193,75.1,-0.17,0.80
10,20d,both,pct1,pm,0940,true,57,73.7,-0.39,0.63,50,80.0,-0.04,0.95,107,76.6,-0.22,0.76
10,20d,both,pct1,pm,1130,false,189,75.7,-0.05,0.93,125,77.6,0.03,1.05,314,76.4,-0.02,0.97
10,20d,both,pct1,pm,1130,true,84,78.6,-0.09,0.89,74,83.8,0.14,1.24,158,81.0,0.02,1.03
10,20d,both,pct2,0930,0940,false,114,58.8,-0.10,0.91,79,63.3,-0.00,1.00,193,60.6,-0.06,0.95
10,20d,both,pct2,0930,0940,true,57,57.9,-0.20,0.84,50,64.0,-0.05,0.96,107,60.7,-0.13,0.89
10,20d,both,pct2,0930,1130,false,189,57.7,-0.19,0.84,125,64.8,0.14,1.13,314,60.5,-0.06,0.95
10,20d,both,pct2,0930,1130,true,84,59.5,-0.16,0.87,74,68.9,0.14,1.12,158,63.9,-0.02,0.98
10,20d,both,pct2,pm,0940,false,114,62.3,-0.12,0.90,79,64.6,0.15,1.14,193,63.2,-0.01,0.99
10,20d,both,pct2,pm,0940,true,57,59.6,-0.36,0.75,50,66.0,0.21,1.21,107,62.6,-0.09,0.93
10,20d,both,pct2,pm,1130,false,189,61.4,-0.14,0.89,125,64.8,0.23,1.24,314,62.7,0.01,1.01
10,20d,both,pct2,pm,1130,true,84,63.1,-0.13,0.90,74,70.3,0.31,1.31,158,66.5,0.08,1.07
10,20d,both,t1030,0930,0940,false,114,43.0,-0.23,0.84,79,51.9,0.19,1.14,193,46.6,-0.05,0.96
10,20d,both,t1030,0930,0940,true,57,42.1,-0.17,0.88,50,52.0,0.23,1.17,107,46.7,0.02,1.01
10,20d,both,t1030,0930,1130,false,189,42.9,-0.35,0.72,125,50.4,0.30,1.29,314,45.9,-0.09,0.92
10,20d,both,t1030,0930,1130,true,84,40.5,-0.34,0.74,74,51.4,0.47,1.44,158,45.6,0.04,1.03
10,20d,both,t1030,pm,0940,false,114,43.9,-0.31,0.80,79,51.9,0.24,1.18,193,47.2,-0.08,0.94
10,20d,both,t1030,pm,0940,true,57,43.9,-0.24,0.84,50,52.0,0.30,1.23,107,47.7,0.01,1.01
10,20d,both,t1030,pm,1130,false,189,43.4,-0.39,0.70,125,50.4,0.33,1.32,314,46.2,-0.10,0.91
10,20d,both,t1030,pm,1130,true,84,41.7,-0.36,0.73,74,51.4,0.52,1.50,158,46.2,0.05,1.04
10,20d,both,t1200,0930,0940,false,114,42.1,-0.12,0.92,79,45.6,0.14,1.09,193,43.5,-0.01,0.99
10,20d,both,t1200,0930,0940,true,57,43.9,-0.12,0.92,50,42.0,-0.33,0.80,107,43.0,-0.22,0.86
10,20d,both,t1200,0930,1130,false,189,41.8,-0.23,0.84,125,48.8,0.21,1.16,314,44.6,-0.06,0.96
10,20d,both,t1200,0930,1130,true,84,45.2,-0.20,0.87,74,45.9,-0.14,0.90,158,45.6,-0.17,0.88
10,20d,both,t1200,pm,0940,false,114,43.0,-0.36,0.79,79,45.6,-0.02,0.99,193,44.0,-0.22,0.87
10,20d,both,t1200,pm,0940,true,57,45.6,-0.36,0.79,50,42.0,-0.48,0.73,107,43.9,-0.42,0.76
10,20d,both,t1200,pm,1130,false,189,42.9,-0.33,0.79,125,48.0,0.12,1.09,314,44.9,-0.15,0.90
10,20d,both,t1200,pm,1130,true,84,47.6,-0.22,0.86,74,45.9,-0.25,0.84,158,46.8,-0.23,0.85
10,252d,long,atr,0930,0940,false,43,41.9,-0.32,0.80,15,26.7,-0.75,0.62,58,37.9,-0.43,0.75
10,252d,long,atr,0930,0940,true,25,52.0,0.75,1.67,7,28.6,-0.70,0.65,32,46.9,0.44,1.33
10,252d,long,atr,0930,1130,false,64,42.2,-0.30,0.82,24,41.7,-0.08,0.95,88,42.0,-0.24,0.85
10,252d,long,atr,0930,1130,true,31,54.8,0.91,1.77,12,58.3,0.53,1.46,43,55.8,0.81,1.69
10,252d,long,atr,pm,0940,false,43,51.2,-0.15,0.90,15,26.7,-0.60,0.67,58,44.8,-0.27,0.84
10,252d,long,atr,pm,0940,true,25,56.0,0.67,1.55,7,28.6,-0.31,0.80,32,50.0,0.46,1.35
10,252d,long,atr,pm,1130,false,64,46.9,-0.26,0.85,24,37.5,-0.05,0.96,88,44.3,-0.20,0.87
10,252d,long,atr,pm,1130,true,31,58.1,0.70,1.50,12,58.3,0.76,1.82,43,58.1,0.72,1.56
10,252d,long,pct1,0930,0940,false,43,62.8,-0.38,0.59,15,46.7,-1.21,0.26,58,58.6,-0.59,0.46
10,252d,long,pct1,0930,0940,true,25,68.0,-0.17,0.78,7,57.1,-0.94,0.35,32,65.6,-0.34,0.64
10,252d,long,pct1,0930,1130,false,64,68.8,-0.10,0.86,24,58.3,-0.56,0.49,88,65.9,-0.23,0.72
10,252d,long,pct1,0930,1130,true,31,74.2,0.04,1.06,12,75.0,-0.17,0.80,43,74.4,-0.02,0.97
10,252d,long,pct1,pm,0940,false,43,74.4,-0.09,0.88,15,53.3,-0.60,0.45,58,69.0,-0.22,0.73
10,252d,long,pct1,pm,0940,true,25,76.0,0.01,1.02,7,71.4,0.29,1.80,32,75.0,0.07,1.12
10,252d,long,pct1,pm,1130,false,64,76.6,0.11,1.19,24,62.5,-0.17,0.77,88,72.7,0.03,1.05
10,252d,long,pct1,pm,1130,true,31,80.6,0.18,1.34,12,83.3,0.54,3.61,43,81.4,0.28,1.63
10,252d,long,pct2,0930,0940,false,43,53.5,-0.23,0.80,15,33.3,-1.14,0.36,58,48.3,-0.46,0.65
10,252d,long,pct2,0930,0940,true,25,60.0,0.00,1.00,7,42.9,-0.74,0.52,32,56.3,-0.16,0.86
10,252d,long,pct2,0930,1130,false,64,53.1,-0.31,0.73,24,50.0,-0.22,0.81,88,52.3,-0.29,0.76
10,252d,long,pct2,0930,1130,true,31,61.3,-0.03,0.97,12,66.7,0.36,1.40,43,62.8,0.08,1.07
10,252d,long,pct2,pm,0940,false,43,62.8,-0.08,0.93,15,40.0,-0.53,0.59,58,56.9,-0.19,0.83
10,252d,long,pct2,pm,0940,true,25,64.0,-0.08,0.93,7,57.1,0.63,2.37,32,62.5,0.08,1.08
10,252d,long,pct2,pm,1130,false,64,57.8,-0.28,0.77,24,50.0,0.07,1.07,88,55.7,-0.19,0.83
10,252d,long,pct2,pm,1130,true,31,64.5,-0.24,0.82,12,75.0,1.16,5.34,43,67.4,0.15,1.14
10,252d,long,t1030,0930,0940,false,43,37.2,-0.54,0.64,15,46.7,-0.71,0.57,58,39.7,-0.58,0.62
10,252d,long,t1030,0930,0940,true,25,44.0,0.12,1.09,7,57.1,-0.09,0.94,32,46.9,0.07,1.06
10,252d,long,t1030,0930,1130,false,64,39.1,-0.57,0.57,24,41.7,0.00,1.00,88,39.8,-0.42,0.68
10,252d,long,t1030,0930,1130,true,31,45.2,0.14,1.13,12,50.0,0.95,1.90,43,46.5,0.37,1.34
10,252d,long,t1030,pm,0940,false,43,39.5,-0.63,0.60,15,46.7,-0.59,0.61,58,41.4,-0.62,0.61
10,252d,long,t1030,pm,0940,true,25,48.0,0.13,1.10,7,57.1,0.04,1.03,32,50.0,0.11,1.08
10,252d,long,t1030,pm,1130,false,64,40.6,-0.64,0.54,24,41.7,0.07,1.06,88,40.9,-0.45,0.66
10,252d,long,t1030,pm,1130,true,31,48.4,0.14,1.13,12,50.0,1.03,2.05,43,48.8,0.39,1.37
10,252d,long,t1200,0930,0940,false,43,34.9,-0.38,0.74,15,26.7,-1.14,0.38,58,32.8,-0.58,0.63
